iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
PSP,2011,9,12,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2011,9,3,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,2011,9,14.2,5,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2011,9,-9.333333333,3,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2011,9,23.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
RSW,2011,9,0,1,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2011,9,-19.33333333,6,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SBA,2011,9,-2,2,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SBP,2011,9,2,1,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,35.23705806,-120.6423931
SEA,2011,9,-4.5,10,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2011,9,0.9,10,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SGF,2011,9,-9,1,Springfield-Branson Regional,Springfield,MO,37.24432611,-93.38685806
SHV,2011,9,-13,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,2011,9,5.142857143,7,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2011,9,-3.294117647,17,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2011,9,-5.25,4,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2011,9,-0.6,5,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2011,9,-9.857142857,7,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,2011,9,11,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TLH,2011,9,6,1,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,2011,9,6.5,6,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUS,2011,9,18,1,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TVC,2011,9,-11,1,Cherry Capital,Traverse City,MI,44.74144472,-85.582235
TYS,2011,9,60,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
VPS,2011,9,30.66666667,3,Eglin Air Force Base,Valparaiso,FL,30.48325,-86.5254
XNA,2011,9,-12,1,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,36.28186944,-94.30681111
ABE,2012,9,-14,1,Lehigh Valley International,Allentown,PA,40.65236278,-75.44040167
ABQ,2012,9,-0.75,4,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ACV,2012,9,2,1,Arcata,Arcata/Eureka,CA,40.97811528,-124.1086189
AEX,2012,9,-8,1,Alexandria International,Alexandria,LA,31.32737167,-92.54855611
ALB,2012,9,-3,1,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2012,9,2.64516129,31,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2012,9,-5,3,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2012,9,-2,2,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2012,9,-22.25,4,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BNA,2012,9,-4.888888889,9,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2012,9,-9,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2012,9,0.769230769,13,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTV,2012,9,-7,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,2012,9,-4.5,6,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2012,9,42,1,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2012,9,1.357142857,14,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CAE,2012,9,9,1,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CAK,2012,9,-20,2,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556
CHO,2012,9,-2,1,Charlottesville-Albermarle,Charlottesville,VA,38.13863889,-78.45286111
CHS,2012,9,1,2,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,2012,9,2.5,6,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2012,9,-3.125,8,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2012,9,3.6,5,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2012,9,-6,1,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CPR,2012,9,10,1,Natrona County Intl,Casper,WY,42.90835556,-106.4644661
CRW,2012,9,-5.5,2,Yeager,Charleston,WV,38.37315083,-81.59318972
CVG,2012,9,3.866666667,15,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2012,9,-0.5,2,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2012,9,-19,1,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DBQ,2012,9,-7,1,Dubuque Municipal,Dubuque,IA,42.40295944,-90.70916722
DCA,2012,9,11.55555556,9,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2012,9,0.736842105,19,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2012,9,1.90625,32,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DHN,2012,9,3,1,Dothan ,Dothan,AL,31.32133917,-85.44962889
DLH,2012,9,-3,1,Duluth International,Duluth,MN,46.84209028,-92.19364861
DSM,2012,9,-14.33333333,3,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2012,9,-9.071428571,14,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
EWR,2012,9,-1.733333333,15,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAR,2012,9,-15,1,Hector International,Fargo,ND,46.91934889,-96.81498889
FAT,2012,9,-1,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FCA,2012,9,-9,1,Glacier Park Intl,Kalispell,MT,48.31140472,-114.2550694
FLL,2012,9,0.8,5,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GPT,2012,9,-7.666666667,3,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
GRR,2012,9,-2.75,4,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSP,2012,9,-7,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HOU,2012,9,-4,3,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,2012,9,93,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
IAD,2012,9,-6.333333333,15,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2012,9,-2.3125,16,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2012,9,24,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IND,2012,9,-10.375,8,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2012,9,0,3,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAC,2012,9,18,1,Jackson Hole,Jackson,WY,43.60732417,-110.7377389
JAN,2012,9,-7,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2012,9,9.8,5,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2012,9,17.33333333,9,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2012,9,9.5,16,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2012,9,-1.315789474,19,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,2012,9,46,1,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,2012,9,9.933333333,15,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,2012,9,-17,2,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,2012,9,-3,5,Adams ,Little Rock,AR,34.72939611,-92.22424556
LRD,2012,9,11,1,Laredo International,Laredo,TX,27.54373861,-99.46154361
MCI,2012,9,-4.833333333,6,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2012,9,4.142857143,7,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2012,9,-3.333333333,6,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2012,9,-7.25,4,Memphis International,Memphis,TN,35.04241667,-89.97666667
MFR,2012,9,-4,2,Rogue Valley International,Medford,OR,42.37422778,-122.8734978
MHT,2012,9,-11,2,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2012,9,8.8,5,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2012,9,-1,1,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MOB,2012,9,-4,2,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MRY,2012,9,57,1,Monterey Peninsula,Monterey,CA,36.5869825,-121.8429478
MSN,2012,9,55,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2012,9,6.888888889,9,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2012,9,-7.333333333,6,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2012,9,-6.5,2,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2012,9,-15,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2012,9,-11,2,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2012,9,-4,4,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2012,9,-7.884615385,26,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2012,9,-18.66666667,3,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2012,9,-3,2,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2012,9,12,2,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2012,9,-6.25,12,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2012,9,7.090909091,11,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2012,9,-2.222222222,9,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,2012,9,-3.666666667,3,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2012,9,-6,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,2012,9,20.85714286,7,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2012,9,-10,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2012,9,2,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROA,2012,9,-10,1,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833
ROC,2012,9,-24,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,2012,9,-5.5,2,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2012,9,-8,5,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2012,9,27.4,5,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SAV,2012,9,-21,2,Savannah International,Savannah,GA,32.12758333,-81.20213889
SBA,2012,9,-1.25,4,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SDF,2012,9,-8,3,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2012,9,21,3,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2012,9,-6.941176471,17,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SGF,2012,9,-15,1,Springfield-Branson Regional,Springfield,MO,37.24432611,-93.38685806
SHV,2012,9,-20,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,2012,9,-1.4,5,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2012,9,-4.625,8,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2012,9,-0.8,5,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2012,9,-9.333333333,3,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2012,9,4.25,4,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SWF,2012,9,19,1,Stewart,Newburgh,NY,41.50409361,-74.10483833
SYR,2012,9,10,2,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TLH,2012,9,-16,1,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,2012,9,43.66666667,6,Tampa International ,Tampa,FL,27.97547222,-82.53325
TRI,2012,9,-10,1,Tri-Cities Regional,Bristol,TN,36.47521417,-82.40742056
TUL,2012,9,-2.666666667,3,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2012,9,-13,1,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYR,2012,9,1,1,Tyler Pounds ,Tyler,TX,32.35413889,-95.40238611
TYS,2012,9,24,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
VPS,2012,9,-10,1,Eglin Air Force Base,Valparaiso,FL,30.48325,-86.5254
XNA,2012,9,-6,1,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,36.28186944,-94.30681111
ABQ,2013,9,5.5,6,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,2013,9,0,1,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2013,9,-1.131578947,38,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATW,2013,9,-13,1,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556
AUS,2013,9,-16.25,4,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2013,9,-9,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2013,9,-17,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIS,2013,9,5,1,Bismarck Municipal,Bismarck,ND,46.77411111,-100.7467222
BNA,2013,9,-3.6,5,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,2013,9,16.63636364,11,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2013,9,11,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BUF,2013,9,-2,1,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2013,9,-12,1,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2013,9,-5.6,10,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,2013,9,11,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CAE,2013,9,31,1,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CAK,2013,9,21,1,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556
CHA,2013,9,8,1,Lovell ,Chattanooga,TN,35.03526833,-85.20378778
CHO,2013,9,-17,1,Charlottesville-Albermarle,Charlottesville,VA,38.13863889,-78.45286111
CHS,2013,9,2,5,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CID,2013,9,-16,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,2013,9,-7,8,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2013,9,15.4,10,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2013,9,-5.6,5,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2013,9,-5,3,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CVG,2013,9,-10.33333333,12,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2013,9,1.5,2,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2013,9,17.25,8,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2013,9,-2.928571429,14,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2013,9,2.21875,32,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DLH,2013,9,1,1,Duluth International,Duluth,MN,46.84209028,-92.19364861
DTW,2013,9,-4.153846154,13,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2013,9,1,3,El Paso International,El Paso,TX,31.80666667,-106.3778056
EUG,2013,9,-8,1,Mahlon Sweet ,Eugene,OR,44.12326,-123.2186856
EWR,2013,9,1,10,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,2013,9,2.5,2,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FLL,2013,9,-3.6,5,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FNT,2013,9,-4,1,Bishop,Flint,MI,42.96550333,-83.74345639
FWA,2013,9,3,2,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
GEG,2013,9,-2,4,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GFK,2013,9,-10,1,Grand Forks International,Grand Forks,ND,47.949255,-97.17611111
GRK,2013,9,-4,1,Robert Gray AAF,Killeen,TX,31.06489778,-97.82779778
GSO,2013,9,-1,2,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GSP,2013,9,-3,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
GTF,2013,9,-8,1,Great Falls Intl,Great Falls,MT,47.48200194,-111.3706853
HOU,2013,9,0.6,10,William P Hobby,Houston,TX,29.64541861,-95.27888889
HSV,2013,9,50,1,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,2013,9,-8.555555556,9,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2013,9,-3.5625,16,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2013,9,-10,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IDA,2013,9,6,1,Idaho Falls Regional,Idaho Falls,ID,43.51455556,-112.0701667
ILM,2013,9,3,1,Wilmington International,Wilmington,NC,34.27061111,-77.90255556
IND,2013,9,10,3,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2013,9,1.5,2,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAN,2013,9,21,2,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2013,9,13,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2013,9,19.42857143,7,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2013,9,-0.9375,16,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2013,9,1.357142857,28,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,2013,9,-0.9375,16,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,2013,9,-5,1,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,2013,9,14.66666667,3,Adams ,Little Rock,AR,34.72939611,-92.22424556
MAF,2013,9,2.5,2,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,2013,9,19,6,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2013,9,-5.666666667,6,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2013,9,-12.85714286,7,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2013,9,4.75,8,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,2013,9,-15,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2013,9,1.333333333,6,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2013,9,-8.5,2,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLU,2013,9,15,1,Monroe Regional,Monroe,LA,32.51086556,-92.03768778
MRY,2013,9,7,3,Monterey Peninsula,Monterey,CA,36.5869825,-121.8429478
MSN,2013,9,-8,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2013,9,0,5,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2013,9,-13,1,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
MYR,2013,9,3,1,Myrtle Beach International,Myrtle Beach,SC,33.67975,-78.92833333
OAK,2013,9,-1.875,8,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2013,9,-3.333333333,3,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2013,9,-20,1,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2013,9,-2,4,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2013,9,12.73913043,23,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2013,9,-4,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2013,9,-2.333333333,3,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2013,9,-7.5,2,Portland Intl,Portland,OR,45.58872222,-122.5975
PHF,2013,9,-4,1,Newport News/Williamsburg International,Newport News,VA,37.13189556,-76.4929875
PHL,2013,9,9.2,15,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2013,9,2,14,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIA,2013,9,0,1,Greater Peoria Regional,Peoria,IL,40.66424333,-89.69330556
PIT,2013,9,60.33333333,3,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,2013,9,21,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2013,9,-6.333333333,3,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RAP,2013,9,117,1,Rapid City Regional,Rapid City,SD,44.04532139,-103.0573708
RDM,2013,9,-11,1,Roberts ,Redmond,OR,44.25406722,-121.1499633
RDU,2013,9,10,2,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2013,9,-13.66666667,3,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2013,9,3.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROA,2013,9,-5,1,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833
RST,2013,9,-5,1,Rochester International,Rochester,MN,43.90882639,-92.49798722
SAN,2013,9,12.33333333,9,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2013,9,1.142857143,7,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBA,2013,9,-8.5,2,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SDF,2013,9,7.666666667,3,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2013,9,3.777777778,9,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2013,9,9.5,8,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2013,9,-1,4,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2013,9,3.2,15,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2013,9,-4.6,5,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2013,9,2.8,5,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
